"Commodity Code"|"Country or Area Code"|"Country or Area"|"Transaction Code"|"Commodity - Transaction Code"|"Commodity - Transaction"|"Year"|"Unit"|"Quantity"|"Quantity Footnotes"
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"7"|""
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"5"|""
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"4"|""
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"4"|""
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"3"|""
"ES"|"554"|"New Zealand"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"3"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"0.005"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"0.005"|"1"
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"0.005"|"1"
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"0.005"|"1"
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"0.005"|"1"
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0.003"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0.003"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"0.003"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0.002"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"0.002"|""
"ES"|"562"|"Niger"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"0.002"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2016"|"Kilowatt-hours, million"|"0.07"|"1"
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"0.0666666666666667"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"0.0666666666666667"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"0.0666666666666667"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"0.0644444444444444"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"0.0686111111111111"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0.0669444444444444"|""
"ES"|"570"|"Niue"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"876"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"552"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"338"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"276"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"33"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"23"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"8"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"4"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"2"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"1"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"1"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"1"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"0"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"0"|""
"ES"|"158"|"Other Asia"|"01"|"ES01"|"Electricity - total solar production"|"2001"|"Kilowatt-hours, million"|"0"|""
"ES"|"591"|"Panama"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"16.3"|""
"ES"|"591"|"Panama"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"1.3"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"230"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"199"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"196.9"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"59.7"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"0"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"0"|""
"ES"|"604"|"Peru"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2016"|"Kilowatt-hours, million"|"1097"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"138.5"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"16.5"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"1.4"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"1.3"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"1.2"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"1.3"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"1.3"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"1.3041"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"1.3094"|""
"ES"|"608"|"Philippines"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"1"|""
"ES"|"616"|"Poland"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"57"|""
"ES"|"616"|"Poland"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"7"|""
"ES"|"616"|"Poland"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"1"|""
"ES"|"616"|"Poland"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"796"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"627"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"479"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"393"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"280"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"211"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"160"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"38"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"24"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"5"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"3"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"3"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"3"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"2"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2001"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"2000"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1999"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1998"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1997"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1996"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1995"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1994"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1993"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1992"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1991"|"Kilowatt-hours, million"|"1"|""
"ES"|"620"|"Portugal"|"01"|"ES01"|"Electricity - total solar production"|"1990"|"Kilowatt-hours, million"|"1"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"94"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"48"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"40"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"18"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"1"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"1"|""
"ES"|"630"|"Puerto Rico"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"1"|""
"ES"|"498"|"Republic of Moldova"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"1"|""
"ES"|"498"|"Republic of Moldova"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"1"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"244.4"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"235.9"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"224.2"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"190.4"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"141.8"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"76.1"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"20.5"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"10.7"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"4.4"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"1.6"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"0.6"|""
"ES"|"638"|"Réunion"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"0.08"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"1982"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"1616"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"420"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"8"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"1"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"0"|""
"ES"|"642"|"Romania"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0"|""
"ES"|"643"|"Russian Federation"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"335"|""
"ES"|"643"|"Russian Federation"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"160"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"13.55"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"5.03"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"0.14"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"0.31"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"0.3"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0.3"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0.4"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"0.3"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0.12"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"0"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"0"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"0"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"0"|""
"ES"|"646"|"Rwanda"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"0"|""
"ES"|"882"|"Samoa"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"8.1"|""
"ES"|"882"|"Samoa"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"4"|"1"
"ES"|"882"|"Samoa"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"0.01"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"1"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"1"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"1"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"0"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"0"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"0"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"0"|""
"ES"|"682"|"Saudi Arabia"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"4"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"4"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"4"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"4"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"4"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"3"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"2"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"2"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2001"|"Kilowatt-hours, million"|"2"|""
"ES"|"686"|"Senegal"|"01"|"ES01"|"Electricity - total solar production"|"2000"|"Kilowatt-hours, million"|"2"|""
"ES"|"688"|"Serbia"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"11"|""
"ES"|"688"|"Serbia"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"6"|""
"ES"|"690"|"Seychelles"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"2"|""
"ES"|"690"|"Seychelles"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"0.71"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"506"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"597"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"588"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"424"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"397"|""
"ES"|"703"|"Slovakia"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"17"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"274"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"257"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"215"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"163"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"65"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"13"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"4"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"1"|""
"ES"|"705"|"Slovenia"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"0"|""
"ES"|"90"|"Solomon Islands"|"01"|"ES01"|"Electricity - total solar production"|"2016"|"Kilowatt-hours, million"|"2.19"|"1"
"ES"|"90"|"Solomon Islands"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"2.19"|"1"
"ES"|"90"|"Solomon Islands"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"2.19"|"1"
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"2183"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"2206"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"289"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"39"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"1"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"7"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"21"|""
"ES"|"710"|"South Africa"|"01"|"ES01"|"Electricity - total solar production"|"2001"|"Kilowatt-hours, million"|"0"|""
"ES"|"728"|"South Sudan"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"2"|""
"ES"|"728"|"South Sudan"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"2"|""
"ES"|"728"|"South Sudan"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"2"|""
"ES"|"728"|"South Sudan"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"2"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2015"|"Kilowatt-hours, million"|"13859"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2014"|"Kilowatt-hours, million"|"13673"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2013"|"Kilowatt-hours, million"|"13097"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2012"|"Kilowatt-hours, million"|"11968"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2011"|"Kilowatt-hours, million"|"9400"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2010"|"Kilowatt-hours, million"|"7186"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2009"|"Kilowatt-hours, million"|"6064"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2008"|"Kilowatt-hours, million"|"2578"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2007"|"Kilowatt-hours, million"|"508"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2006"|"Kilowatt-hours, million"|"119"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2005"|"Kilowatt-hours, million"|"41"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2004"|"Kilowatt-hours, million"|"56"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2003"|"Kilowatt-hours, million"|"41"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2002"|"Kilowatt-hours, million"|"30"|""
"ES"|"724"|"Spain"|"01"|"ES01"|"Electricity - total solar production"|"2001"|"Kilowatt-hours, million"|"24"|""
